type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;B2;;sich aufhalten;séjourner, s'attarder;to stay, to spend time;Wir halten uns drei Tage in Wien auf.;Nous séjournons trois jours à Vienne.;We're staying in Vienna for three days.
verbe;B2;;sich leisten;s'offrir, se permettre;to afford, to treat oneself to;Ich leiste mir einmal im Jahr eine Reise.;Je m'offre un voyage une fois par an.;I treat myself to a trip once a year.
verbe;B2;;kümmern;préoccuper, importer à (qn);to bother, to concern;Das kümmert mich nicht.;Ça ne me préoccupe pas.;That doesn't bother me.
verbe;B2;;beziehen;"emménager dans ; percevoir, toucher (une somme)";"to move into; to draw, to receive";Wir beziehen die neue Wohnung im Juli.;Nous emménageons dans le nouvel appartement en juillet.;We're moving into the new flat in July.
verbe;B2;;durchsetzen;imposer, faire aboutir (qch);to push through, to enforce;Die Regierung setzt das neue Gesetz durch.;Le gouvernement impose la nouvelle loi.;The government is pushing through the new law.
verbe;C1;;erörtern;discuter en détail, débattre de;to discuss in detail;Wir erörtern die Frage im nächsten Treffen.;Nous débattrons de la question à la prochaine rencontre.;We will discuss the question at the next meeting.
verbe;C1;;voraussetzen;présupposer, exiger comme condition;to presuppose, to require;Die Stelle setzt sehr gute Deutschkenntnisse voraus.;Le poste exige de très bonnes connaissances en allemand.;The position requires very good German.
verbe;C1;;unterstellen;insinuer, imputer;to insinuate, to impute;Du unterstellst mir etwas, das ich nie gesagt habe.;Tu m'imputes quelque chose que je n'ai jamais dit.;You are imputing to me something I never said.
verbe;C1;;einwenden;objecter;to object;Dagegen lässt sich wenig einwenden.;Il y a peu à objecter à cela.;There is little to object to that.
verbe;C1;;folgern;conclure, déduire;to conclude, to infer;Daraus folgere ich, dass die Methode nichts taugt.;J'en conclus que la méthode ne vaut rien.;From that I conclude the method is worthless.
verbe;C1;;ableiten;déduire, dériver;to derive, to deduce;Aus dem Text lässt sich keine Regel ableiten.;On ne peut déduire aucune règle du texte.;No rule can be derived from the text.
verbe;C1;;gewichten;pondérer, hiérarchiser;to weight, to prioritize;Wir gewichten Erfahrung höher als Noten.;Nous pondérons l'expérience plus fortement que les notes.;We weight experience more heavily than grades.
verbe;C1;;sich zuspitzen;exacerber, radicaliser;to escalate, to sharpen;Die Lage spitzt sich von Tag zu Tag zu.;La situation s'aggrave de jour en jour.;The situation is escalating by the day.
verbe;C1;;beharren;s'obstiner, persister;to insist, to persist;Sie beharrt auf ihrem Standpunkt.;Elle persiste dans son point de vue.;She insists on her position.
verbe;C1;;erschließen;rendre accessible, aménager (sich erschließen : se déduire);to develop, to open up (sich erschließen: to be inferred);Die Bedeutung lässt sich aus dem Zusammenhang erschließen.;Le sens se laisse déduire du contexte.;The meaning can be inferred from the context.
verbe;C1;;sich abschwächen;atténuer, affaiblir;to weaken, to tone down;Er schwächt seine Kritik im letzten Satz wieder ab.;Il atténue sa critique dans la dernière phrase.;He tones down his criticism in the last sentence.
verbe;C1;;ausufern;déborder, prendre des proportions excessives;to get out of hand;Die Diskussion ufert jedes Mal aus.;La discussion déborde à chaque fois.;The discussion gets out of hand every time.
verbe;C1;;veranschlagen;estimer, évaluer (un coût);to estimate, to budget;Wir veranschlagen dafür drei Wochen.;Nous estimons cela à trois semaines.;We are budgeting three weeks for that.
verbe;C1;;einkalkulieren;prévoir dans le calcul, tenir compte de;to factor in;Verzögerungen kalkulieren wir von vornherein ein.;Nous prévoyons les retards dès le départ.;We factor delays in from the outset.
verbe;C1;;aufschlüsseln;ventiler, détailler (des chiffres);to break down;Die Kosten sind nach Bereichen aufgeschlüsselt.;Les coûts sont ventilés par domaine.;The costs are broken down by area.
verbe;C1;;heranziehen;faire appel à, se référer à;to draw on, to consult;Für den Vergleich ziehen wir ältere Daten heran.;Pour la comparaison, nous nous référons à des données plus anciennes.;For the comparison we draw on older data.
verbe;C1;;herleiten;déduire, faire dériver;to derive;Woraus leitest du diese Regel her?;D'où déduis-tu cette règle ?;What are you deriving this rule from?
verbe;C1;;bekräftigen;réaffirmer, confirmer avec force;to reaffirm, to reiterate;Sie bekräftigt ihre Zusage noch einmal schriftlich.;Elle réaffirme son engagement une fois de plus par écrit.;She reaffirms her commitment once more in writing.
verbe;C1;;zugestehen;concéder, accorder;to concede, to grant;Man muss ihm zugestehen, dass er es versucht hat.;Il faut lui concéder qu'il a essayé.;One must concede that he tried.
verbe;C1;;abstreiten;nier, contester;to deny;Er streitet jede Beteiligung ab.;Il nie toute participation.;He denies any involvement.
verbe;C1;;verharmlosen;minimiser, banaliser;to play down, to trivialize;Der Bericht verharmlost die Risiken.;Le rapport minimise les risques.;The report plays down the risks.
verbe;C1;;aushebeln;neutraliser, contourner (une règle);to circumvent, to override;Die Ausnahme hebelt die ganze Regel aus.;L'exception neutralise toute la règle.;The exception overrides the whole rule.
verbe;C1;;einstehen;répondre de, se porter garant;to answer for, to vouch;Für seine Leute steht er ein.;Il répond de ses gens.;He answers for his people.
verbe;C1;;absichern;sécuriser, garantir;to secure, to safeguard;Der Vertrag sichert beide Seiten ab.;Le contrat sécurise les deux parties.;The contract safeguards both sides.
verbe;C1;;abwenden;détourner, éviter (un danger);to avert;Nur ein Kredit wendet die Insolvenz ab.;Seul un crédit évite la faillite.;Only a loan will avert insolvency.
verbe;C1;;auffangen;amortir, absorber (un choc);to cushion, to absorb;Die Rücklagen fangen den Ausfall auf.;Les réserves absorbent la perte.;The reserves absorb the shortfall.
verbe;C1;;abfedern;amortir, atténuer;to cushion, to soften;Zuschüsse federn die Preiserhöhung ab.;Des aides amortissent la hausse des prix.;Subsidies cushion the price increase.
verbe;C1;;eingrenzen;circonscrire, restreindre;to narrow down, to limit;Wir grenzen die Suche auf zwei Jahre ein.;Nous restreignons la recherche à deux années.;We are narrowing the search to two years.
verbe;C1;;ausklammern;laisser de côté, exclure;to leave aside, to bracket out;Diese Frage klammern wir heute aus.;Nous laissons cette question de côté aujourd'hui.;We are leaving that question aside today.
verbe;C1;;einhergehen;aller de pair avec;to go hand in hand with;Wachstum geht oft mit höherem Verbrauch einher.;La croissance va souvent de pair avec une consommation accrue.;Growth often goes hand in hand with higher consumption.
verbe;C1;;beantragen;demander officiellement, déposer une demande;to apply for;Sie beantragt eine Verlängerung des Visums.;Elle demande une prolongation du visa.;She is applying for a visa extension.
verbe;C1;;genehmigen;autoriser, approuver;to approve, to authorize;Das Amt genehmigt den Umbau unter Auflagen.;L'administration autorise les travaux sous conditions.;The authority approves the conversion subject to conditions.
verbe;C1;;entziehen;retirer, priver de;to withdraw, to revoke;Man entzieht ihm die Lizenz für ein Jahr.;On lui retire la licence pour un an.;His licence is being revoked for a year.
verbe;C1;;erteilen;accorder, délivrer (une autorisation);to grant, to issue;Die Behörde erteilt die Erlaubnis erst nach Prüfung.;L'administration délivre l'autorisation seulement après examen.;The authority issues the permit only after review.
verbe;C1;;auferlegen;imposer (une obligation);to impose;Das Gesetz erlegt den Betrieben neue Pflichten auf.;La loi impose de nouvelles obligations aux entreprises.;The law imposes new duties on businesses.
verbe;C1;;verhängen;prononcer, infliger (une sanction);to impose (a penalty);Das Gericht verhängt eine Geldstrafe.;Le tribunal prononce une amende.;The court imposes a fine.
verbe;C1;;widerrufen;révoquer, se rétracter;to revoke, to withdraw;Sie widerruft den Vertrag innerhalb der Frist.;Elle se rétracte du contrat dans le délai.;She withdraws from the contract within the deadline.
verbe;C1;;vertagen;ajourner, reporter;to adjourn, to postpone;Wir vertagen die Entscheidung auf nächste Woche.;Nous ajournons la décision à la semaine prochaine.;We are postponing the decision to next week.
verbe;C1;;nachreichen;fournir ultérieurement;to submit later, to hand in afterwards;Die fehlenden Belege reichen Sie bitte nach.;Veuillez fournir les justificatifs manquants ultérieurement.;Please submit the missing receipts afterwards.
verbe;C1;;verschweigen;taire, passer sous silence;to conceal, to keep quiet about;Er verschweigt den wichtigsten Teil.;Il tait la partie la plus importante.;He is concealing the most important part.
verbe;C1;;beschönigen;enjoliver, présenter sous un jour favorable;to gloss over;Der Text beschönigt die Lage.;Le texte enjolive la situation.;The text glosses over the situation.
verbe;C1;;entschärfen;désamorcer, atténuer;to defuse;Ein Satz genügte, um die Lage zu entschärfen.;Une phrase a suffi à désamorcer la situation.;One sentence was enough to defuse the situation.
verbe;C1;;aushandeln;négocier;to negotiate;Die Bedingungen handeln wir gemeinsam aus.;Nous négocions les conditions ensemble.;We negotiate the terms together.
verbe;C1;;beilegen;"régler (un différend) ; joindre";"to settle; to enclose";Beide Seiten legen den Streit bei.;Les deux parties règlent le différend.;Both sides settle the dispute.
verbe;C1;;verorten;situer, localiser;to locate, to place;Man verortet den Ursprung im vierzehnten Jahrhundert.;On situe l'origine au quatorzième siècle.;The origin is placed in the fourteenth century.
verbe;C1;;bezeugen;témoigner de, attester;to testify to, to attest;Zwei Nachbarn bezeugen den Vorfall.;Deux voisins témoignent de l'incident.;Two neighbours testify to the incident.
verbe;C1;;beteuern;protester de, assurer avec insistance;to protest, to insist;Er beteuert seine Unschuld.;Il proteste de son innocence.;He protests his innocence.
verbe;C1;;leugnen;nier;to deny;Niemand leugnet das Ausmaß des Schadens.;Personne ne nie l'ampleur des dégâts.;Nobody denies the extent of the damage.
verbe;C1;;dementieren;démentir;to deny officially;Das Ministerium dementiert den Bericht.;Le ministère dément le rapport.;The ministry denies the report.
verbe;C1;;aufbauschen;exagérer, monter en épingle;to blow out of proportion;Die Presse bauscht die Sache auf.;La presse monte l'affaire en épingle.;The press is blowing the matter out of proportion.
verbe;C1;;kompensieren;compenser;to compensate for, to offset;Erfahrung kompensiert einiges an Tempo.;L'expérience compense pas mal de vitesse.;Experience compensates for a good deal of speed.
verbe;C1;;aufwiegen;contrebalancer, valoir;to outweigh, to make up for;Der Gewinn wiegt den Aufwand nicht auf.;Le gain ne contrebalance pas l'effort.;The gain does not outweigh the effort.
verbe;C1;;einordnen;classer, situer;to classify, to place in context;Man muss die Zahl im Kontext einordnen.;Il faut situer ce chiffre dans son contexte.;The figure has to be placed in context.
verbe;C1;;abgrenzen;délimiter, distinguer;to delimit, to distinguish;Wir grenzen den Begriff klar vom Nachbarbegriff ab.;Nous distinguons clairement la notion de sa voisine.;We clearly distinguish the term from its neighbour.
verbe;C1;;herabsetzen;"réduire ; rabaisser";"to reduce; to belittle";Man setzt die Grenze auf achtzehn Jahre herab.;On abaisse la limite à dix-huit ans.;The limit is being lowered to eighteen.
verbe;C1;;hervorgehen;ressortir de, résulter;to emerge from, to follow from;Aus dem Brief geht das Gegenteil hervor.;Il ressort de la lettre le contraire.;The opposite emerges from the letter.
verbe;C1;;münden;déboucher sur, se jeter dans;to lead to, to flow into;Die Debatte mündet meist in denselben Streit.;Le débat débouche le plus souvent sur la même dispute.;The debate usually leads to the same quarrel.
verbe;C1;;mutmaßen;conjecturer, présumer;to speculate, to surmise;Man kann nur mutmaßen, warum er ging.;On ne peut que conjecturer pourquoi il est parti.;One can only speculate why he left.
verbe;C1;;weiterleiten;transmettre, faire suivre;to forward, to pass on;Ich leite die Anfrage an die Fachabteilung weiter.;Je transmets la demande au service compétent.;I am forwarding the enquiry to the relevant department.
verbe;C1;;zurückstellen;différer, mettre en attente;to defer, to put on hold;Wir stellen das Vorhaben vorerst zurück.;Nous différons le projet pour l'instant.;We are putting the project on hold for now.
verbe;C1;;ermahnen;exhorter, rappeler à l'ordre;to admonish, to urge;Der Lehrer ermahnt die Klasse zur Ruhe.;Le professeur rappelle la classe au calme.;The teacher urges the class to be quiet.
verbe;C1;;protokollieren;consigner, dresser le procès-verbal;to minute, to record;Wer protokolliert die Sitzung?;Qui rédige le procès-verbal de la séance ?;Who is taking the minutes of the meeting?
verbe;C1;;einsehen;"consulter ; reconnaître";"to inspect; to realize";Die Akte darf jeder einsehen.;Le dossier est consultable par tous.;Anyone may inspect the file.
verbe;C1;;vorenthalten;priver de, refuser (une information);to withhold;Man enthält ihm die wichtigsten Zahlen vor.;On lui refuse les chiffres les plus importants.;The most important figures are being withheld from him.
verbe;C1;;schlichten;arbitrer, concilier;to mediate, to settle;Eine dritte Person schlichtet den Streit.;Une tierce personne arbitre le différend.;A third person mediates the dispute.
verbe;C1;;unterzeichnen;signer (officiellement);to sign;Beide Seiten unterzeichnen den Vertrag am Freitag.;Les deux parties signent le contrat vendredi.;Both sides sign the contract on Friday.
verbe;C1;;verlängern;prolonger;to extend, to renew;Wir verlängern den Vertrag um zwei Jahre.;Nous prolongeons le contrat de deux ans.;We are extending the contract by two years.
verbe;C1;;auslaufen;expirer, arriver à échéance;to expire, to run out;Die Förderung läuft Ende des Jahres aus.;L'aide arrive à échéance à la fin de l'année.;The funding expires at the end of the year.
verbe;C1;;nachhaken;relancer, creuser (une question);to follow up, to probe;Die Journalistin hakt bei dem Minister nach.;La journaliste relance le ministre.;The journalist follows up with the minister.
verbe;C1;;nachfassen;revenir à la charge, relancer;to follow up;Wir fassen bei der Kundin noch einmal nach.;Nous relançons la cliente une fois de plus.;We follow up with the client once more.
verbe;C1;;durchleuchten;passer au crible, radiographier;to scrutinize, to X-ray;Der Ausschuss durchleuchtet die Vergabe.;La commission passe l'attribution au crible.;The committee is scrutinizing the award.
verbe;C1;;aufdecken;mettre au jour, révéler;to uncover, to expose;Zwei Journalisten decken den Skandal auf.;Deux journalistes révèlent le scandale.;Two journalists uncover the scandal.
verbe;C1;;vertuschen;étouffer, dissimuler;to cover up;Man versucht, den Vorfall zu vertuschen.;On essaie d'étouffer l'incident.;There is an attempt to cover up the incident.
verbe;C1;;verschleiern;masquer, obscurcir;to obscure, to disguise;Die Sprache verschleiert mehr, als sie sagt.;La langue masque plus qu'elle ne dit.;The language obscures more than it says.
verbe;C1;;kaschieren;camoufler, dissimuler;to conceal, to paper over;Der Anstrich kaschiert die Risse nur.;La peinture ne fait que camoufler les fissures.;The paint only papers over the cracks.
verbe;C1;;vortäuschen;feindre, simuler;to feign, to fake;Er täuscht Interesse vor.;Il feint l'intérêt.;He feigns interest.
verbe;C1;;verfälschen;fausser, altérer;to distort, to falsify;Eine kleine Auswahl verfälscht das Ergebnis.;Une petite sélection fausse le résultat.;A small selection distorts the result.
verbe;C1;;standhalten;résister, tenir bon;to withstand, to hold up;Die These hält der Prüfung nicht stand.;La thèse ne résiste pas à l'examen.;The thesis does not withstand scrutiny.
verbe;C1;;durchhalten;tenir jusqu'au bout;to hold out, to see through;Die letzten zwei Kilometer hält kaum jemand durch.;Les deux derniers kilomètres, presque personne ne les tient.;Hardly anyone holds out for the last two kilometres.
verbe;C1;;einlenken;revenir à de meilleurs sentiments, céder;to relent, to back down;Nach zwei Stunden lenkt er ein.;Au bout de deux heures, il cède.;After two hours he relents.
verbe;C1;;zurückrudern;faire marche arrière;to backpedal;Nach der Kritik rudert die Firma zurück.;Après les critiques, l'entreprise fait marche arrière.;After the criticism the company backpedals.
verbe;C1;;pochen;insister, faire valoir avec force;to insist on;Sie pocht auf ihr Recht.;Elle fait valoir son droit avec force.;She insists on her right.
verbe;C1;;archivieren;archiver;to archive;Alle Verträge werden zehn Jahre archiviert.;Tous les contrats sont archivés dix ans.;All contracts are archived for ten years.
verbe;C1;;abmahnen;mettre en demeure, adresser un avertissement;to issue a formal warning;Der Arbeitgeber mahnt ihn schriftlich ab.;L'employeur lui adresse un avertissement écrit.;The employer issues him a written warning.
verbe;C1;;deeskalieren;désamorcer, faire baisser la tension;to de-escalate;Ein ruhiger Ton deeskaliert oft mehr als Argumente.;Un ton calme désamorce souvent plus que des arguments.;A calm tone often de-escalates more than arguments do.
verbe;C1;;ratifizieren;ratifier;to ratify;Das Parlament ratifiziert das Abkommen im Herbst.;Le parlement ratifie l'accord à l'automne.;Parliament ratifies the agreement in autumn.
verbe;C1;;bürgen;se porter garant;to vouch, to stand surety;Die Eltern bürgen für die Miete.;Les parents se portent garants du loyer.;The parents stand surety for the rent.
verbe;C1;;versanden;s'enliser, tourner court;to peter out, to fizzle;Das Projekt versandet ohne Leitung.;Le projet s'enlise sans direction.;The project peters out without leadership.
verbe;C1;;erahnen;pressentir, deviner;to sense, to divine;Man erahnt die Umrisse im Nebel.;On devine les contours dans le brouillard.;One can make out the outlines in the fog.
verbe;C1;;untergliedern;subdiviser, structurer;to subdivide;Wir untergliedern den Bericht in vier Teile.;Nous subdivisons le rapport en quatre parties.;We subdivide the report into four parts.
verbe;C1;;drängen;presser, pousser;to urge, to press;Die Zeit drängt.;Le temps presse.;Time is pressing.
verbe;C1;;bedrängen;harceler, mettre sous pression;to beset, to pressure;Die Gläubiger bedrängen ihn seit Monaten.;Les créanciers le harcèlent depuis des mois.;The creditors have been pressuring him for months.
verbe;C1;;zusetzen;éprouver, mettre à mal;to take its toll on;Die Hitze setzt den Alten zu.;La chaleur éprouve les personnes âgées.;The heat is taking its toll on the elderly.
verbe;C1;;zermürben;user, miner;to wear down;Das lange Warten zermürbt die Familie.;La longue attente mine la famille.;The long wait is wearing the family down.
verbe;C1;;entmutigen;décourager;to discourage;Der erste Fehlschlag entmutigt viele.;Le premier échec en décourage beaucoup.;The first failure discourages many.
verbe;C1;;bestärken;conforter, encourager dans;to reinforce, to confirm;Der Zuspruch bestärkt sie in ihrem Vorhaben.;Le soutien la conforte dans son projet.;The encouragement reinforces her in her plan.
verbe;C1;;beflügeln;donner des ailes, stimuler;to inspire, to spur on;Der frühe Erfolg beflügelt die ganze Mannschaft.;Le succès précoce donne des ailes à toute l'équipe.;The early success spurs the whole team on.
verbe;C1;;anspornen;stimuler, aiguillonner;to spur on, to motivate;Der Wettbewerb spornt beide an.;La compétition stimule les deux.;The competition spurs both of them on.
verbe;C1;;lähmen;paralyser;to paralyse;Die Angst vor Fehlern lähmt das ganze Team.;La peur de l'erreur paralyse toute l'équipe.;Fear of mistakes paralyses the whole team.
verbe;C1;;vereiteln;faire échouer, déjouer;to thwart, to foil;Ein Zufall vereitelt den Plan.;Un hasard fait échouer le plan.;A coincidence thwarts the plan.
verbe;C1;;durchkreuzen;contrecarrer;to cross, to foil;Der Regen durchkreuzt unsere Pläne.;La pluie contrecarre nos plans.;The rain crosses our plans.
verbe;C1;;zunichtemachen;réduire à néant;to destroy, to wreck;Ein Satz macht die ganze Arbeit zunichte.;Une phrase réduit tout le travail à néant.;One sentence wrecks all the work.
verbe;C1;;misslingen;rater, échouer;to fail, to go wrong;Der Versuch misslingt beim ersten Mal fast immer.;La tentative rate presque toujours la première fois.;The attempt almost always fails the first time.
verbe;C1;;straucheln;trébucher, vaciller;to stumble, to falter;Auch erfahrene Firmen straucheln manchmal.;Même des entreprises expérimentées vacillent parfois.;Even experienced firms sometimes stumble.
verbe;C1;;fruchten;porter ses fruits, servir à quelque chose;to have an effect, to pay off;Alle Ermahnungen fruchten nichts.;Toutes les remontrances ne servent à rien.;All the warnings have no effect.
verbe;C1;;sich amortisieren;amortir, rentabiliser;to pay for itself, to amortize;Die Anlage amortisiert sich in sieben Jahren.;L'installation s'amortit en sept ans.;The system pays for itself in seven years.
verbe;C1;;sich rentieren;être rentable;to be worth it, to pay;Für zwei Wochen rentiert sich der Aufwand nicht.;Pour deux semaines, l'effort n'est pas rentable.;For two weeks the effort is not worth it.
verbe;C1;;abwerfen;rapporter (un rendement);to yield, to bring in;Die Anlage wirft kaum Zinsen ab.;Le placement ne rapporte presque pas d'intérêts.;The investment yields hardly any interest.
verbe;C1;;erwirtschaften;dégager (un bénéfice), générer;to generate, to earn;Der Betrieb erwirtschaftet einen kleinen Überschuss.;L'entreprise dégage un léger excédent.;The business generates a small surplus.
verbe;C1;;verwarnen;avertir officiellement;to caution, to warn officially;Der Schiedsrichter verwarnt den Spieler.;L'arbitre avertit le joueur.;The referee cautions the player.
verbe;C1;;mahnen;rappeler à l'ordre, relancer (un paiement);"to admonish; to send a reminder";Die Stadtwerke mahnen nach vier Wochen.;Les services municipaux relancent au bout de quatre semaines.;The utility sends a reminder after four weeks.
verbe;C1;;nachverhandeln;renégocier;to renegotiate;Über den Preis müssen wir noch einmal nachverhandeln.;Nous devons renégocier le prix.;We have to renegotiate the price.
verbe;C1;;sichten;"trier, passer en revue ; apercevoir";"to sift through; to sight";Wir sichten zuerst das gesamte Material.;Nous passons d'abord tout le matériel en revue.;First we sift through all the material.
verbe;C1;;sondieren;sonder, tâter le terrain;to sound out, to explore;Beide Seiten sondieren zunächst die Lage.;Les deux camps sondent d'abord le terrain.;Both sides first sound out the situation.
verbe;C1;;eruieren;établir, déterminer;to ascertain;Wir eruieren noch, wer zuständig ist.;Nous cherchons encore à établir qui est compétent.;We are still ascertaining who is responsible.
verbe;C1;;recherchieren;enquêter, faire des recherches;to research, to investigate;Zwei Reporter recherchieren über den Skandal.;Deux reporters enquêtent sur le scandale.;Two reporters are researching the scandal.
verbe;C1;;zusammentragen;rassembler, compiler;to compile, to gather;Wir tragen alle Belege zusammen.;Nous rassemblons tous les justificatifs.;We are gathering all the receipts.
verbe;C1;;bündeln;regrouper, mutualiser;to bundle, to pool;Die Gemeinden bündeln ihre Einkäufe.;Les communes regroupent leurs achats.;The municipalities pool their purchasing.
verbe;C1;;straffen;resserrer, alléger;to tighten up, to streamline;Wir straffen den Ablauf um zwanzig Minuten.;Nous resserrons le déroulement de vingt minutes.;We are tightening the schedule by twenty minutes.
verbe;C1;;ausweiten;étendre, élargir;to expand, to extend;Die Firma weitet ihr Angebot aus.;L'entreprise élargit son offre.;The company is expanding its range.
verbe;C1;;aufstocken;augmenter, renforcer (un effectif);to increase, to top up;Wir stocken das Team um zwei Stellen auf.;Nous renforçons l'équipe de deux postes.;We are increasing the team by two positions.
verbe;C1;;drosseln;réduire, brider;to throttle back, to cut;Ab Mitternacht drosselt der Anbieter die Geschwindigkeit.;À partir de minuit, le fournisseur bride la vitesse.;From midnight the provider throttles the speed.
verbe;C1;;zurückfahren;réduire progressivement;to scale back;Der Betrieb fährt die Schichten zurück.;L'usine réduit les équipes.;The plant is scaling back shifts.
verbe;C1;;umschichten;réaffecter, redéployer;to reallocate, to shift;Wir schichten Mittel von A nach B um.;Nous réaffectons des moyens de A vers B.;We are reallocating funds from A to B.
verbe;C1;;zweckentfremden;détourner de sa destination;to misappropriate, to use for other purposes;Man zweckentfremdet den Raum als Lager.;On détourne la salle en entrepôt.;The room is being used as a store instead.
verbe;C1;;wegfallen;disparaître, être supprimé;to be dropped, to cease to apply;Mit der neuen Regel fällt die Gebühr weg.;Avec la nouvelle règle, la taxe disparaît.;With the new rule the fee is dropped.
verbe;C1;;anfallen;survenir, se produire (des frais);to arise, to accrue;Zusätzliche Kosten fallen nicht an.;Aucun frais supplémentaire ne survient.;No additional costs arise.
verbe;C1;;zustehen;revenir de droit à;to be entitled to;Ihr stehen dreißig Urlaubstage zu.;Elle a droit à trente jours de congé.;She is entitled to thirty days' leave.
verbe;C1;;zukommen;revenir à, incomber;to fall to, to be due to;Diese Aufgabe kommt der Gemeinde zu.;Cette tâche incombe à la commune.;This task falls to the municipality.
verbe;C1;;unterbleiben;ne pas avoir lieu, être omis;to be omitted, not to take place;Eine Begründung unterbleibt in der Regel.;Une justification est généralement omise.;A justification is usually omitted.
verbe;C1;;ausbleiben;ne pas se produire, faire défaut;to fail to materialize;Der erhoffte Erfolg bleibt aus.;Le succès espéré ne vient pas.;The hoped-for success fails to materialize.
verbe;C1;;eintreffen;arriver, se réaliser;"to arrive; to come true";Die Lieferung trifft am Dienstag ein.;La livraison arrive mardi.;The delivery arrives on Tuesday.
verbe;C1;;gebühren;revenir de droit, être dû;to be due to;Ihm gebührt der Dank aller.;Les remerciements de tous lui reviennent.;The thanks of everyone are due to him.
verbe;C1;;abspecken;alléger, dégraisser;to slim down, to trim;Wir specken das Programm ab.;Nous allégeons le programme.;We are slimming down the programme.
verbe;C1;;beipflichten;abonder dans le sens de, approuver;to agree with, to concur;Da kann ich ihr nur beipflichten.;Là, je ne peux que l'approuver.;There I can only agree with her.
verbe;C1;;entgegnen;répliquer, rétorquer;to retort, to reply;Darauf entgegnet sie nur einen Satz.;Elle n'y réplique qu'une phrase.;To that she replies with just one sentence.
verbe;C1;;entgegensetzen;opposer (un argument);to counter with, to set against;Dem hat er nichts entgegenzusetzen.;Il n'a rien à y opposer.;He has nothing to counter that with.
verbe;C1;;aufbegehren;se rebeller, s'insurger;to rebel, to protest;Die Belegschaft begehrt gegen den Plan auf.;Le personnel s'insurge contre le plan.;The workforce is rebelling against the plan.
verbe;C1;;protestieren;protester;to protest;Zweihundert Menschen protestieren vor dem Rathaus.;Deux cents personnes protestent devant la mairie.;Two hundred people are protesting outside the town hall.
verbe;C1;;zaudern;hésiter, tergiverser;to hesitate, to dither;Wer zaudert, verliert hier den Platz.;Qui hésite perd sa place ici.;Whoever dithers loses their place here.
verbe;C1;;umschwenken;changer de cap, virer;to change tack, to switch;Nach der Kritik schwenkt die Partei um.;Après les critiques, le parti change de cap.;After the criticism the party changes tack.
verbe;C1;;umdenken;changer sa façon de penser;to rethink, to change one's mindset;Hier müssen wir grundsätzlich umdenken.;Ici, il nous faut repenser fondamentalement.;Here we have to rethink from the ground up.
verbe;C1;;nachempfinden;comprendre par empathie, se représenter;to empathize with, to relate to;Das kann ich gut nachempfinden.;Je peux tout à fait le comprendre.;I can readily relate to that.
verbe;C1;;mitfühlen;compatir;to sympathize, to feel for;Ich fühle mit dir.;Je compatis avec toi.;I feel for you.
verbe;C1;;verinnerlichen;intérioriser, s'approprier;to internalize;Die Regel muss man verinnerlichen, nicht auswendig lernen.;La règle doit être intériorisée, pas apprise par cœur.;The rule has to be internalized, not memorized.
verbe;C1;;sich einprägen;graver dans la mémoire;to memorize, to imprint;Ein Bild prägt sich besser ein als eine Liste.;Une image se grave mieux qu'une liste.;A picture sticks better than a list.
verbe;C1;;auffrischen;rafraîchir (des connaissances);to brush up, to refresh;Vor der Reise frische ich mein Spanisch auf.;Avant le voyage, je rafraîchis mon espagnol.;Before the trip I am brushing up my Spanish.
verbe;C1;;pauken;bachoter, potasser;to cram, to swot;Er paukt seit einer Woche Vokabeln.;Il potasse du vocabulaire depuis une semaine.;He has been cramming vocabulary for a week.
verbe;C1;;büffeln;bûcher, bosser (des révisions);to swot, to grind away;Am Wochenende büffeln wir Grammatik.;Le week-end, on bûche la grammaire.;At the weekend we grind away at grammar.
verbe;C1;;erlernen;apprendre (un métier, une langue);to learn, to acquire;Eine Sprache erlernt man nicht in einem Sommer.;On n'apprend pas une langue en un été.;You do not learn a language in one summer.
verbe;C1;;vertiefen;approfondir;to deepen, to go deeper into;Im dritten Jahr vertiefen wir das Thema.;En troisième année, nous approfondissons le sujet.;In the third year we go deeper into the topic.
verbe;C1;;verfeinern;affiner, raffiner;to refine;Wir verfeinern das Verfahren Schritt für Schritt.;Nous affinons le procédé pas à pas.;We refine the process step by step.
verbe;C1;;auskundschaften;explorer, aller reconnaître;to scout out, to reconnoitre;Wir kundschaften die Strecke vorher aus.;Nous allons reconnaître le trajet à l'avance.;We scout out the route beforehand.
verbe;C1;;zuspielen;"faire parvenir (discrètement) ; passer";"to leak to; to pass (a ball)";Jemand spielt der Presse Dokumente zu.;Quelqu'un fait parvenir des documents à la presse.;Someone is leaking documents to the press.
verbe;C1;;erlahmen;s'essouffler, retomber;to flag, to peter out;Nach zwei Monaten erlahmt das Interesse.;Au bout de deux mois, l'intérêt retombe.;After two months interest flags.
verbe;C1;;umwidmen;réaffecter (un lieu, un fonds);to repurpose, to redesignate;Die Stadt widmet die Halle zur Turnhalle um.;La ville réaffecte le hall en gymnase.;The city is repurposing the hall as a gym.
verbe;C1;;sicherstellen;"garantir, s'assurer de ; saisir";"to ensure; to seize";Wir stellen sicher, dass niemand vergessen wird.;Nous nous assurons que personne n'est oublié.;We ensure that nobody is forgotten.
