niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
B2;ankurbeln;relancer, stimuler;Akkusativ;;;;Perfekt;Der Rabatt hat den Verkauf angekurbelt.;La remise a relancé les ventes.;The discount boosted sales.
B2;ankurbeln;relancer, stimuler;Akkusativ;;;;Präteritum;Das Programm kurbelte den Tourismus an.;Le programme a relancé le tourisme.;The programme boosted tourism.
B2;ankurbeln;relancer, stimuler;Akkusativ;;;;Konjunktiv II;Niedrigere Preise würden die Nachfrage ankurbeln.;Des prix plus bas relanceraient la demande.;Lower prices would boost demand.
B2;aufbauen;bâtir, mettre en place;Akkusativ;;;;Präsens;Sie baut ein eigenes Netzwerk auf.;Elle met en place son propre réseau.;She is building up her own network.
B2;aufbauen;bâtir, mettre en place;Akkusativ;;;;Perfekt;Er hat das Unternehmen von null aufgebaut.;Il a bâti l'entreprise à partir de rien.;He built the company up from nothing.
B2;aufbauen;bâtir, mettre en place;Akkusativ;;;;Präteritum;Die Familie baute nach dem Krieg alles neu auf.;La famille a tout rebâti après la guerre.;The family rebuilt everything after the war.
B2;aufbauen;bâtir, mettre en place;Akkusativ;;;;Konjunktiv II;Ich würde zuerst Vertrauen aufbauen.;Je bâtirais d'abord la confiance.;I would build up trust first.
B2;aufheben;annuler, lever;Akkusativ;;;;Präsens;Der Staat hebt die Beschränkungen auf.;L'État lève les restrictions.;The state is lifting the restrictions.
B2;aufheben;annuler, lever;Akkusativ;;;;Perfekt;Das Gericht hat das Urteil aufgehoben.;Le tribunal a annulé le jugement.;The court repealed the ruling.
B2;aufheben;annuler, lever;Akkusativ;;;;Präteritum;Man hob das Verbot nach zwei Jahren auf.;On a levé l'interdiction après deux ans.;The ban was lifted after two years.
B2;aufheben;annuler, lever;Akkusativ;;;;Konjunktiv II;Diese Regel würde ich sofort aufheben.;J'annulerais cette règle immédiatement.;I would repeal this rule immediately.
B2;aufkommen;apparaître, prendre en charge;;für + Akkusativ;;;Präsens;Die Versicherung kommt für den Schaden auf.;L'assurance prend en charge le dommage.;The insurance covers the damage.
B2;aufkommen;apparaître, prendre en charge;;für + Akkusativ;;;Perfekt;Nach der Rede sind Zweifel aufgekommen.;Après le discours, des doutes sont apparus.;After the speech doubts arose.
B2;aufkommen;apparaître, prendre en charge;;für + Akkusativ;;;Präteritum;Plötzlich kam ein starker Wind auf.;Soudain, un vent fort s'est levé.;Suddenly a strong wind came up.
B2;aufkommen;apparaître, prendre en charge;;für + Akkusativ;;;Konjunktiv II;Für die Kosten würde die Firma aufkommen.;L'entreprise prendrait les frais en charge.;The company would cover the costs.
B2;ausarbeiten;élaborer;Akkusativ;;;;Präsens;Die Gruppe arbeitet einen Vorschlag aus.;Le groupe élabore une proposition.;The group is working out a proposal.
B2;ausarbeiten;élaborer;Akkusativ;;;;Perfekt;Wir haben einen genauen Plan ausgearbeitet.;Nous avons élaboré un plan précis.;We worked out a precise plan.
B2;ausarbeiten;élaborer;Akkusativ;;;;Präteritum;Der Ausschuss arbeitete zwei Varianten aus.;La commission a élaboré deux variantes.;The committee worked out two variants.
B2;ausarbeiten;élaborer;Akkusativ;;;;Konjunktiv II;Ich würde die Details später ausarbeiten.;J'élaborerais les détails plus tard.;I would work out the details later.
B2;ausbauen;développer, agrandir;Akkusativ;;;;Präsens;Die Stadt baut das Radwegenetz aus.;La ville développe le réseau de pistes cyclables.;The city is expanding the cycle network.
B2;ausbauen;développer, agrandir;Akkusativ;;;;Perfekt;Wir haben den Dachboden ausgebaut.;Nous avons aménagé le grenier.;We converted the attic.
B2;ausbauen;développer, agrandir;Akkusativ;;;;Präteritum;Der Verein baute seine Angebote aus.;L'association a développé son offre.;The club expanded its offerings.
B2;ausbauen;développer, agrandir;Akkusativ;;;;Konjunktiv II;Mit mehr Mitteln würden wir das Angebot ausbauen.;Avec plus de moyens, nous développerions l'offre.;With more funds we would expand the offering.
B2;auslegen;interpréter, avancer (de l'argent);Akkusativ;;;;Präsens;Das Gericht legt den Vertrag streng aus.;Le tribunal interprète le contrat strictement.;The court interprets the contract strictly.
B2;auslegen;interpréter, avancer (de l'argent);Akkusativ;;;;Perfekt;Ich habe das Geld für dich ausgelegt.;J'ai avancé l'argent pour toi.;I laid out the money for you.
B2;auslegen;interpréter, avancer (de l'argent);Akkusativ;;;;Präteritum;Sie legte seine Worte falsch aus.;Elle a mal interprété ses paroles.;She misinterpreted his words.
B2;auslegen;interpréter, avancer (de l'argent);Akkusativ;;;;Konjunktiv II;Diesen Satz würde ich anders auslegen.;J'interpréterais cette phrase autrement.;I would interpret this sentence differently.
B2;ausrichten;organiser, transmettre (un message);Akkusativ+Dativ;;;;Präsens;Die Stadt richtet das Turnier aus.;La ville organise le tournoi.;The city is hosting the tournament.
B2;ausrichten;organiser, transmettre (un message);Akkusativ+Dativ;;;;Perfekt;Ich habe ihr deine Grüße ausgerichtet.;Je lui ai transmis tes salutations.;I passed on your greetings to her.
B2;ausrichten;organiser, transmettre (un message);Akkusativ+Dativ;;;;Präteritum;Der Verein richtete das Fest jedes Jahr aus.;L'association organisait la fête chaque année.;The club hosted the festival every year.
B2;ausrichten;organiser, transmettre (un message);Akkusativ+Dativ;;;;Konjunktiv II;Ich würde ihm nichts ausrichten.;Je ne lui transmettrais rien.;I would not pass anything on to him.
B2;aussetzen;suspendre, exposer à;Akkusativ;;;;Präsens;Der Verband setzt die Regel vorerst aus.;La fédération suspend la règle pour l'instant.;The association is suspending the rule for now.
B2;aussetzen;suspendre, exposer à;Akkusativ;;;;Perfekt;Man hat die Zahlungen ausgesetzt.;On a suspendu les paiements.;The payments were suspended.
B2;aussetzen;suspendre, exposer à;Akkusativ;;;;Präteritum;Der Motor setzte kurz aus.;Le moteur a eu une brève défaillance.;The engine cut out briefly.
B2;aussetzen;suspendre, exposer à;Akkusativ;;;;Konjunktiv II;Bei Regen würden wir das Spiel aussetzen.;En cas de pluie, nous suspendrions le match.;In case of rain we would suspend the game.
B2;beauftragen;charger (qn de qch);Akkusativ;mit + Dativ;;;Präsens;Die Gemeinde beauftragt eine Fachfirma.;La commune mandate une entreprise spécialisée.;The municipality commissions a specialist firm.
B2;beauftragen;charger (qn de qch);Akkusativ;mit + Dativ;;;Perfekt;Man hat ihn mit der Prüfung beauftragt.;On l'a chargé du contrôle.;He was commissioned with the audit.
B2;beauftragen;charger (qn de qch);Akkusativ;mit + Dativ;;;Präteritum;Der Chef beauftragte zwei Kollegen damit.;Le patron en a chargé deux collègues.;The boss commissioned two colleagues with it.
B2;beauftragen;charger (qn de qch);Akkusativ;mit + Dativ;;;Konjunktiv II;Ich würde damit einen Experten beauftragen.;J'en chargerais un expert.;I would commission an expert with it.
B2;beeinträchtigen;nuire à, altérer;Akkusativ;;;;Präsens;Der Lärm beeinträchtigt die Konzentration.;Le bruit nuit à la concentration.;The noise impairs concentration.
B2;beeinträchtigen;nuire à, altérer;Akkusativ;;;;Perfekt;Die Bauarbeiten haben den Verkehr beeinträchtigt.;Les travaux ont perturbé la circulation.;The construction impaired the traffic.
B2;beeinträchtigen;nuire à, altérer;Akkusativ;;;;Präteritum;Nebel beeinträchtigte die Sicht erheblich.;Le brouillard altérait fortement la visibilité.;Fog considerably impaired visibility.
B2;beeinträchtigen;nuire à, altérer;Akkusativ;;;;Konjunktiv II;Ein Umbau würde den Betrieb beeinträchtigen.;Des travaux nuiraient à l'activité.;A conversion would impair operations.
B2;belasten;peser sur, charger;Akkusativ;;;;Präsens;Die hohen Mieten belasten viele Familien.;Les loyers élevés pèsent sur beaucoup de familles.;High rents burden many families.
B2;belasten;peser sur, charger;Akkusativ;;;;Perfekt;Der Streit hat unsere Beziehung belastet.;Le conflit a pesé sur notre relation.;The dispute burdened our relationship.
B2;belasten;peser sur, charger;Akkusativ;;;;Präteritum;Die Schulden belasteten den Haushalt schwer.;Les dettes pesaient lourdement sur le budget.;The debts heavily burdened the budget.
B2;belasten;peser sur, charger;Akkusativ;;;;Konjunktiv II;Eine neue Steuer würde die Betriebe belasten.;Une nouvelle taxe pèserait sur les entreprises.;A new tax would burden businesses.
B2;benachteiligen;désavantager;Akkusativ;;;;Präsens;Diese Regel benachteiligt kleine Betriebe.;Cette règle désavantage les petites entreprises.;This rule disadvantages small businesses.
B2;benachteiligen;désavantager;Akkusativ;;;;Perfekt;Das System hat Frauen lange benachteiligt.;Le système a longtemps désavantagé les femmes.;The system long disadvantaged women.
B2;benachteiligen;désavantager;Akkusativ;;;;Präteritum;Der Zeitplan benachteiligte die Berufstätigen.;L'horaire désavantageait les actifs.;The schedule disadvantaged working people.
B2;benachteiligen;désavantager;Akkusativ;;;;Konjunktiv II;Eine Pauschale würde große Familien benachteiligen.;Un forfait désavantagerait les familles nombreuses.;A flat rate would disadvantage large families.
B2;beschleunigen;accélérer;Akkusativ;;;;Präsens;Die Software beschleunigt den ganzen Vorgang.;Le logiciel accélère toute la procédure.;The software accelerates the whole process.
B2;beschleunigen;accélérer;Akkusativ;;;;Perfekt;Die Reform hat die Verfahren beschleunigt.;La réforme a accéléré les procédures.;The reform accelerated the procedures.
B2;beschleunigen;accélérer;Akkusativ;;;;Präteritum;Der Fahrer beschleunigte auf der Autobahn.;Le conducteur a accéléré sur l'autoroute.;The driver accelerated on the motorway.
B2;beschleunigen;accélérer;Akkusativ;;;;Konjunktiv II;Mehr Personal würde die Bearbeitung beschleunigen.;Plus de personnel accélérerait le traitement.;More staff would accelerate the processing.
B2;bestreiten;contester, nier;Akkusativ;;;;Präsens;Der Angeklagte bestreitet jede Beteiligung.;L'accusé conteste toute participation.;The defendant denies any involvement.
B2;bestreiten;contester, nier;Akkusativ;;;;Perfekt;Niemand hat diese Tatsache bestritten.;Personne n'a contesté ce fait.;Nobody disputed this fact.
B2;bestreiten;contester, nier;Akkusativ;;;;Präteritum;Sie bestritt den Vorwurf entschieden.;Elle a fermement contesté l'accusation.;She firmly denied the accusation.
B2;bestreiten;contester, nier;Akkusativ;;;;Konjunktiv II;Diesen Punkt würde ich nicht bestreiten.;Je ne contesterais pas ce point.;I would not dispute this point.
B2;bevorzugen;préférer, privilégier;Akkusativ;;;;Präsens;Viele Kunden bevorzugen regionale Produkte.;Beaucoup de clients préfèrent les produits régionaux.;Many customers prefer regional products.
B2;bevorzugen;préférer, privilégier;Akkusativ;;;;Perfekt;Er hat immer den direkten Weg bevorzugt.;Il a toujours préféré la voie directe.;He always preferred the direct route.
B2;bevorzugen;préférer, privilégier;Akkusativ;;;;Präteritum;Die Jury bevorzugte den zweiten Entwurf.;Le jury a préféré le deuxième projet.;The jury preferred the second draft.
B2;bevorzugen;préférer, privilégier;Akkusativ;;;;Konjunktiv II;Ich würde eine schriftliche Antwort bevorzugen.;Je préférerais une réponse écrite.;I would prefer a written answer.
B2;darlegen;exposer, expliciter;Akkusativ;;;;Präsens;Der Bericht legt die Gründe ausführlich dar.;Le rapport expose les raisons en détail.;The report sets out the reasons in detail.
B2;darlegen;exposer, expliciter;Akkusativ;;;;Perfekt;Sie hat ihre Sicht der Dinge dargelegt.;Elle a exposé sa vision des choses.;She set out her view of things.
B2;darlegen;exposer, expliciter;Akkusativ;;;;Präteritum;Der Anwalt legte den Sachverhalt dar.;L'avocat a exposé les faits.;The lawyer set out the facts.
B2;darlegen;exposer, expliciter;Akkusativ;;;;Konjunktiv II;Ich würde die Lage nüchterner darlegen.;J'exposerais la situation plus sobrement.;I would set out the situation more soberly.
B2;eindämmen;endiguer, contenir;Akkusativ;;;;Präsens;Neue Regeln dämmen den Lärm ein.;De nouvelles règles endiguent le bruit.;New rules curb the noise.
B2;eindämmen;endiguer, contenir;Akkusativ;;;;Perfekt;Man hat die Ausbreitung eingedämmt.;On a endigué la propagation.;The spread was curbed.
B2;eindämmen;endiguer, contenir;Akkusativ;;;;Präteritum;Die Maßnahme dämmte die Kosten ein.;La mesure a contenu les coûts.;The measure curbed the costs.
B2;eindämmen;endiguer, contenir;Akkusativ;;;;Konjunktiv II;Eine Obergrenze würde den Verbrauch eindämmen.;Un plafond endiguerait la consommation.;A cap would curb consumption.
B2;einholen;rattraper, recueillir;Akkusativ;;;;Präsens;Wir holen zuerst ein Angebot ein.;Nous recueillons d'abord un devis.;We first obtain a quote.
B2;einholen;rattraper, recueillir;Akkusativ;;;;Perfekt;Sie hat den Rückstand schnell eingeholt.;Elle a vite rattrapé son retard.;She quickly caught up.
B2;einholen;rattraper, recueillir;Akkusativ;;;;Präteritum;Der Läufer holte die Spitze ein.;Le coureur a rattrapé la tête de course.;The runner caught up with the leaders.
B2;einholen;rattraper, recueillir;Akkusativ;;;;Konjunktiv II;Ich würde vorher eine Genehmigung einholen.;Je recueillerais d'abord une autorisation.;I would obtain permission beforehand.
B2;einstufen;classer, situer (un niveau);Akkusativ;;;;Präsens;Der Test stuft dich auf Niveau B2 ein.;Le test te situe au niveau B2.;The test rates you at level B2.
B2;einstufen;classer, situer (un niveau);Akkusativ;;;;Perfekt;Man hat das Risiko als hoch eingestuft.;On a classé le risque comme élevé.;The risk was classified as high.
B2;einstufen;classer, situer (un niveau);Akkusativ;;;;Präteritum;Die Schule stufte ihn in die dritte Klasse ein.;L'école l'a classé en troisième année.;The school placed him in the third year.
B2;einstufen;classer, situer (un niveau);Akkusativ;;;;Konjunktiv II;Ich würde den Fall anders einstufen.;Je classerais ce cas autrement.;I would classify the case differently.
B2;entlasten;soulager, décharger;Akkusativ;;;;Präsens;Die neue Stelle entlastet das ganze Team.;Le nouveau poste soulage toute l'équipe.;The new position relieves the whole team.
B2;entlasten;soulager, décharger;Akkusativ;;;;Perfekt;Die Umgehungsstraße hat den Ortskern entlastet.;La rocade a désengorgé le centre.;The bypass relieved the town centre.
B2;entlasten;soulager, décharger;Akkusativ;;;;Präteritum;Der Zeuge entlastete den Angeklagten.;Le témoin a disculpé l'accusé.;The witness exonerated the defendant.
B2;entlasten;soulager, décharger;Akkusativ;;;;Konjunktiv II;Eine zweite Kasse würde uns spürbar entlasten.;Une deuxième caisse nous soulagerait sensiblement.;A second till would noticeably relieve us.
B2;entsprechen;correspondre à;Dativ;;;;Präsens;Das Ergebnis entspricht unseren Erwartungen.;Le résultat correspond à nos attentes.;The result corresponds to our expectations.
B2;entsprechen;correspondre à;Dativ;;;;Perfekt;Die Ware hat der Beschreibung nicht entsprochen.;La marchandise ne correspondait pas à la description.;The goods did not correspond to the description.
B2;entsprechen;correspondre à;Dativ;;;;Präteritum;Sein Verhalten entsprach nicht den Regeln.;Son comportement ne correspondait pas aux règles.;His behaviour did not conform to the rules.
B2;entsprechen;correspondre à;Dativ;;;;Konjunktiv II;Diese Lösung würde unseren Bedürfnissen entsprechen.;Cette solution correspondrait à nos besoins.;This solution would correspond to our needs.
B2;erproben;expérimenter, tester;Akkusativ;;;;Präsens;Die Klinik erprobt ein neues Verfahren.;La clinique expérimente un nouveau procédé.;The clinic is trialling a new procedure.
B2;erproben;expérimenter, tester;Akkusativ;;;;Perfekt;Wir haben das Modell ein Jahr lang erprobt.;Nous avons testé le modèle pendant un an.;We trialled the model for a year.
B2;erproben;expérimenter, tester;Akkusativ;;;;Präteritum;Man erprobte die Software in drei Schulen.;On a testé le logiciel dans trois écoles.;The software was trialled in three schools.
B2;erproben;expérimenter, tester;Akkusativ;;;;Konjunktiv II;Ich würde das Konzept zuerst erproben.;Je testerais d'abord le concept.;I would trial the concept first.
B2;erschweren;compliquer, rendre difficile;Akkusativ;;;;Präsens;Der Schnee erschwert die Anfahrt.;La neige complique l'accès.;The snow makes the approach harder.
B2;erschweren;compliquer, rendre difficile;Akkusativ;;;;Perfekt;Die neuen Auflagen haben alles erschwert.;Les nouvelles contraintes ont tout compliqué.;The new requirements made everything harder.
B2;erschweren;compliquer, rendre difficile;Akkusativ;;;;Präteritum;Der Lärm erschwerte die Verständigung.;Le bruit compliquait la communication.;The noise made communication harder.
B2;erschweren;compliquer, rendre difficile;Akkusativ;;;;Konjunktiv II;Eine weitere Frist würde die Planung erschweren.;Un délai supplémentaire compliquerait la planification.;Another deadline would make planning harder.
B2;erzielen;obtenir (un résultat);Akkusativ;;;;Präsens;Die Mannschaft erzielt drei Tore.;L'équipe marque trois buts.;The team scores three goals.
B2;erzielen;obtenir (un résultat);Akkusativ;;;;Perfekt;Wir haben gute Ergebnisse erzielt.;Nous avons obtenu de bons résultats.;We achieved good results.
B2;erzielen;obtenir (un résultat);Akkusativ;;;;Präteritum;Die Verhandlung erzielte keinen Fortschritt.;La négociation n'a obtenu aucun progrès.;The negotiation achieved no progress.
B2;erzielen;obtenir (un résultat);Akkusativ;;;;Konjunktiv II;Mit Übung würdest du bessere Noten erzielen.;Avec de l'entraînement, tu obtiendrais de meilleures notes.;With practice you would achieve better marks.
B2;gewährleisten;garantir, assurer;Akkusativ;;;;Präsens;Die Firma gewährleistet den Datenschutz.;L'entreprise garantit la protection des données.;The company ensures data protection.
B2;gewährleisten;garantir, assurer;Akkusativ;;;;Perfekt;Man hat die Versorgung jederzeit gewährleistet.;On a assuré l'approvisionnement à tout moment.;Supply was ensured at all times.
B2;gewährleisten;garantir, assurer;Akkusativ;;;;Präteritum;Zwei Notausgänge gewährleisteten die Sicherheit.;Deux issues de secours assuraient la sécurité.;Two emergency exits ensured safety.
B2;gewährleisten;garantir, assurer;Akkusativ;;;;Konjunktiv II;Nur ein Vertrag würde das gewährleisten.;Seul un contrat le garantirait.;Only a contract would ensure that.
B2;gliedern;structurer, articuler;Akkusativ;;;;Präsens;Sie gliedert den Text in drei Teile.;Elle structure le texte en trois parties.;She structures the text into three parts.
B2;gliedern;structurer, articuler;Akkusativ;;;;Perfekt;Der Autor hat das Kapitel klar gegliedert.;L'auteur a clairement structuré le chapitre.;The author clearly structured the chapter.
B2;gliedern;structurer, articuler;Akkusativ;;;;Präteritum;Man gliederte den Vortrag nach Themen.;On a structuré l'exposé par thèmes.;The talk was structured by topic.
B2;gliedern;structurer, articuler;Akkusativ;;;;Konjunktiv II;Ich würde den Aufsatz anders gliedern.;Je structurerais la dissertation autrement.;I would structure the essay differently.
B2;kennzeichnen;caractériser, signaler;Akkusativ;;;;Präsens;Ein Schild kennzeichnet den Notausgang.;Un panneau signale la sortie de secours.;A sign marks the emergency exit.
B2;kennzeichnen;caractériser, signaler;Akkusativ;;;;Perfekt;Diese Jahre haben die Region stark gekennzeichnet.;Ces années ont fortement marqué la région.;These years strongly marked the region.
B2;kennzeichnen;caractériser, signaler;Akkusativ;;;;Präteritum;Sorgfalt kennzeichnete seine ganze Arbeit.;Le soin caractérisait tout son travail.;Care characterised all his work.
B2;kennzeichnen;caractériser, signaler;Akkusativ;;;;Konjunktiv II;Ich würde die Wege besser kennzeichnen.;Je signalerais mieux les chemins.;I would mark the paths better.
B2;mindern;réduire, diminuer;Akkusativ;;;;Präsens;Der Mangel mindert den Wert der Wohnung.;Le défaut réduit la valeur de l'appartement.;The defect reduces the flat's value.
B2;mindern;réduire, diminuer;Akkusativ;;;;Perfekt;Die Verspätung hat die Freude nicht gemindert.;Le retard n'a pas diminué la joie.;The delay did not reduce the joy.
B2;mindern;réduire, diminuer;Akkusativ;;;;Präteritum;Der Lärmschutz minderte die Belastung.;La protection acoustique réduisait la nuisance.;The noise barrier reduced the strain.
B2;mindern;réduire, diminuer;Akkusativ;;;;Konjunktiv II;Ein Rabatt würde den Ärger mindern.;Une remise atténuerait le mécontentement.;A discount would reduce the annoyance.
B2;nahelegen;suggérer fortement;Akkusativ+Dativ;;;;Präsens;Die Daten legen einen Zusammenhang nahe.;Les données suggèrent fortement un lien.;The data strongly suggest a connection.
B2;nahelegen;suggérer fortement;Akkusativ+Dativ;;;;Perfekt;Man hat ihm den Rücktritt nahegelegt.;On lui a fortement suggéré de démissionner.;He was strongly advised to resign.
B2;nahelegen;suggérer fortement;Akkusativ+Dativ;;;;Präteritum;Das Ergebnis legte eine zweite Prüfung nahe.;Le résultat suggérait un second contrôle.;The result suggested a second check.
B2;nahelegen;suggérer fortement;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde ihr ein Gespräch nahelegen.;Je lui suggérerais fortement un entretien.;I would strongly suggest a talk to her.
B2;offenlegen;divulguer, rendre public;Akkusativ;;;;Präsens;Das Unternehmen legt seine Zahlen offen.;L'entreprise rend ses chiffres publics.;The company discloses its figures.
B2;offenlegen;divulguer, rendre public;Akkusativ;;;;Perfekt;Er hat seine Interessen offengelegt.;Il a divulgué ses intérêts.;He disclosed his interests.
B2;offenlegen;divulguer, rendre public;Akkusativ;;;;Präteritum;Die Zeitung legte den Vertrag offen.;Le journal a rendu le contrat public.;The newspaper disclosed the contract.
B2;offenlegen;divulguer, rendre public;Akkusativ;;;;Konjunktiv II;Ich würde alle Quellen offenlegen.;Je divulguerais toutes les sources.;I would disclose all sources.
B2;prägen;marquer, façonner;Akkusativ;;;;Präsens;Die Kirche prägt das Bild der Altstadt.;L'église marque l'image de la vieille ville.;The church shapes the look of the old town.
B2;prägen;marquer, façonner;Akkusativ;;;;Perfekt;Diese Jahre haben ihn stark geprägt.;Ces années l'ont fortement marqué.;Those years shaped him strongly.
B2;prägen;marquer, façonner;Akkusativ;;;;Präteritum;Der Bergbau prägte die ganze Region.;L'industrie minière a façonné toute la région.;Mining shaped the whole region.
B2;prägen;marquer, façonner;Akkusativ;;;;Konjunktiv II;Ein solcher Aufenthalt würde jeden prägen.;Un tel séjour marquerait n'importe qui.;Such a stay would shape anyone.
B2;sichern;sécuriser, assurer;Akkusativ;;;;Präsens;Die Firma sichert ihre Daten täglich.;L'entreprise sauvegarde ses données chaque jour.;The company backs up its data daily.
B2;sichern;sécuriser, assurer;Akkusativ;;;;Perfekt;Der Vertrag hat uns den Platz gesichert.;Le contrat nous a assuré la place.;The contract secured us the place.
B2;sichern;sécuriser, assurer;Akkusativ;;;;Präteritum;Zwei Seile sicherten die Kletterer.;Deux cordes assuraient les grimpeurs.;Two ropes secured the climbers.
B2;sichern;sécuriser, assurer;Akkusativ;;;;Konjunktiv II;Ein Backup würde die Arbeit sichern.;Une sauvegarde sécuriserait le travail.;A backup would secure the work.
B2;überarbeiten;retravailler, remanier;Akkusativ;;;;Präsens;Der Autor überarbeitet gerade das dritte Kapitel.;L'auteur remanie actuellement le troisième chapitre.;The author is currently revising the third chapter.
B2;überarbeiten;retravailler, remanier;Akkusativ;;;;Perfekt;Wir haben das Konzept komplett überarbeitet.;Nous avons entièrement remanié le concept.;We completely revised the concept.
B2;überarbeiten;retravailler, remanier;Akkusativ;;;;Präteritum;Sie überarbeitete den Text über Nacht.;Elle a retravaillé le texte pendant la nuit.;She revised the text overnight.
B2;überarbeiten;retravailler, remanier;Akkusativ;;;;Konjunktiv II;Diesen Absatz würde ich noch überarbeiten.;Je remanierais encore ce paragraphe.;I would revise this paragraph again.
B2;untersagen;interdire (officiellement);Akkusativ+Dativ;;;;Präsens;Die Behörde untersagt den Verkauf.;L'autorité interdit la vente.;The authority prohibits the sale.
B2;untersagen;interdire (officiellement);Akkusativ+Dativ;;;;Perfekt;Man hat ihm die Weiterfahrt untersagt.;On lui a interdit de poursuivre sa route.;He was prohibited from driving on.
B2;untersagen;interdire (officiellement);Akkusativ+Dativ;;;;Präteritum;Der Richter untersagte jede Veröffentlichung.;Le juge a interdit toute publication.;The judge prohibited any publication.
B2;untersagen;interdire (officiellement);Akkusativ+Dativ;;;;Konjunktiv II;Ich würde solche Anrufe untersagen.;J'interdirais de tels appels.;I would prohibit such calls.
B2;veranschaulichen;illustrer, rendre concret;Akkusativ;;;;Präsens;Ein Schaubild veranschaulicht den Ablauf.;Un schéma illustre le déroulement.;A diagram illustrates the process.
B2;veranschaulichen;illustrer, rendre concret;Akkusativ;;;;Perfekt;Sie hat die Regel mit einem Beispiel veranschaulicht.;Elle a illustré la règle par un exemple.;She illustrated the rule with an example.
B2;veranschaulichen;illustrer, rendre concret;Akkusativ;;;;Präteritum;Der Film veranschaulichte das Problem gut.;Le film illustrait bien le problème.;The film illustrated the problem well.
B2;veranschaulichen;illustrer, rendre concret;Akkusativ;;;;Konjunktiv II;Eine Karte würde die Lage veranschaulichen.;Une carte illustrerait la situation.;A map would illustrate the situation.
B2;vereinfachen;simplifier;Akkusativ;;;;Präsens;Die App vereinfacht die Anmeldung.;L'application simplifie l'inscription.;The app simplifies registration.
B2;vereinfachen;simplifier;Akkusativ;;;;Perfekt;Man hat das Formular stark vereinfacht.;On a fortement simplifié le formulaire.;The form was greatly simplified.
B2;vereinfachen;simplifier;Akkusativ;;;;Präteritum;Die Reform vereinfachte das Steuerrecht.;La réforme a simplifié le droit fiscal.;The reform simplified tax law.
B2;vereinfachen;simplifier;Akkusativ;;;;Konjunktiv II;Zwei Schritte weniger würden alles vereinfachen.;Deux étapes de moins simplifieraient tout.;Two fewer steps would simplify everything.
B2;verfassen;rédiger;Akkusativ;;;;Präsens;Sie verfasst den Bericht bis Freitag.;Elle rédige le rapport d'ici vendredi.;She is writing the report by Friday.
B2;verfassen;rédiger;Akkusativ;;;;Perfekt;Er hat einen offenen Brief verfasst.;Il a rédigé une lettre ouverte.;He composed an open letter.
B2;verfassen;rédiger;Akkusativ;;;;Präteritum;Die Gruppe verfasste eine gemeinsame Erklärung.;Le groupe a rédigé une déclaration commune.;The group composed a joint statement.
B2;verfassen;rédiger;Akkusativ;;;;Konjunktiv II;Ich würde den Text neutraler verfassen.;Je rédigerais le texte de façon plus neutre.;I would write the text more neutrally.
B2;verlagern;déplacer, délocaliser;Akkusativ;;;;Präsens;Die Firma verlagert die Produktion ins Ausland.;L'entreprise délocalise la production à l'étranger.;The company is relocating production abroad.
B2;verlagern;déplacer, délocaliser;Akkusativ;;;;Perfekt;Der Verkehr hat sich auf die Nebenstraßen verlagert.;Le trafic s'est reporté sur les routes secondaires.;Traffic shifted onto the side roads.
B2;verlagern;déplacer, délocaliser;Akkusativ;;;;Präteritum;Man verlagerte das Lager an den Stadtrand.;On a déplacé l'entrepôt en périphérie.;The warehouse was relocated to the outskirts.
B2;verlagern;déplacer, délocaliser;Akkusativ;;;;Konjunktiv II;Ich würde den Termin auf Montag verlagern.;Je déplacerais le rendez-vous à lundi.;I would shift the appointment to Monday.
B2;verstärken;renforcer;Akkusativ;;;;Präsens;Die Stadt verstärkt die Kontrollen am Wochenende.;La ville renforce les contrôles le week-end.;The city reinforces checks at the weekend.
B2;verstärken;renforcer;Akkusativ;;;;Perfekt;Der Vorfall hat meinen Verdacht verstärkt.;L'incident a renforcé mon soupçon.;The incident reinforced my suspicion.
B2;verstärken;renforcer;Akkusativ;;;;Präteritum;Man verstärkte das Team um zwei Personen.;On a renforcé l'équipe de deux personnes.;The team was reinforced by two people.
B2;verstärken;renforcer;Akkusativ;;;;Konjunktiv II;Eine Kampagne würde den Effekt verstärken.;Une campagne renforcerait l'effet.;A campaign would reinforce the effect.
B2;verwerfen;rejeter, abandonner (une idée);Akkusativ;;;;Präsens;Das Team verwirft den ersten Entwurf.;L'équipe rejette le premier projet.;The team discards the first draft.
B2;verwerfen;rejeter, abandonner (une idée);Akkusativ;;;;Perfekt;Wir haben diesen Plan schnell verworfen.;Nous avons vite abandonné ce plan.;We quickly discarded this plan.
B2;verwerfen;rejeter, abandonner (une idée);Akkusativ;;;;Präteritum;Sie verwarf den Gedanken sofort.;Elle a immédiatement rejeté l'idée.;She immediately discarded the idea.
B2;verwerfen;rejeter, abandonner (une idée);Akkusativ;;;;Konjunktiv II;Diese Variante würde ich verwerfen.;Je rejetterais cette variante.;I would discard this variant.
B2;vorantreiben;faire avancer;Akkusativ;;;;Präsens;Die Leitung treibt das Projekt entschlossen voran.;La direction fait avancer le projet avec détermination.;Management is driving the project forward decisively.
